Hospital,Especialidad,total_pacientes,media_tiempo_dias,ano,semana
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Otorrinolaringología,104,10.99,2020,7
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Otorrinolaringología,95,16.72,2020,6
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Otorrinolaringología,103,13.94,2020,5
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Otorrinolaringología,111,18.07,2020,4
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Otorrinolaringología,111,18.07,2020,3
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Otorrinolaringología,110,22.51,2020,2
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,759,114.88,2022,44
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,734,117.28,2022,43
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,738,117.69,2022,42
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,715,120.06,2022,41
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,702,119.11,2022,40
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,NA,NA,2022,39
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,726,116.94,2022,38
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,730,120.12,2022,37
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,732,120.28,2022,36
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,735,117.24,2022,35
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,729,111.83,2022,34
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,724,107.47,2022,33
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,717,104.06,2022,32
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,717,99.65,2022,31
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,708,93.31,2022,30
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,699,88.15,2022,29
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,706,86.77,2022,28
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,706,85.89,2022,27
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,700,85.21,2022,25
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,686,88.13,2022,24
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,720,87.06,2022,23
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,703,90.08,2022,22
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,719,92.05,2022,21
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,723,93.79,2022,20
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,700,92.23,2022,19
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,706,90.48,2022,18
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,716,88.19,2022,17
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,712,93.88,2022,16
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,718,94.59,2022,15
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,719,92.99,2022,14
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,744,96.34,2022,12
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,762,97.83,2022,11
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,773,98.07,2022,10
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,783,98.89,2022,9
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,770,101.25,2022,8
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,775,102.08,2022,7
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,787,104.62,2022,6
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,795,108.52,2022,5
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,793,108.11,2022,4
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,815,104.9,2022,3
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,780,108.9,2022,2
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,773,111.65,2022,1
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,759,101.51,2021,51
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,763,98.23,2021,50
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,768,96.89,2021,49
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,776,92.74,2021,48
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,756,98.52,2021,47
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,766,102.34,2021,46
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,775,103.53,2021,45
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,764,105.49,2021,44
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,767,107.57,2021,43
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,766,112.11,2021,42
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,782,114.44,2021,41
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,807,110.59,2021,40
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,799,118.35,2021,38
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,819,118.51,2021,37
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,825,118.05,2021,36
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,811,116.9,2021,35
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,812,112.23,2021,34
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,814,111.21,2021,33
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,804,101.5,2021,32
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,807,96.65,2021,31
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,802,92.46,2021,30
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,796,88.51,2021,29
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,794,84.45,2021,28
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,803,79.37,2021,27
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,778,78.03,2021,26
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,773,76.83,2021,25
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,767,75.43,2021,24
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,761,75.77,2021,23
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,786,72.35,2021,22
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,771,73.88,2021,21
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,742,76.67,2021,20
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,737,76.15,2021,19
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,716,76.6,2021,18
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,739,73.08,2021,16
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,720,73.24,2021,15
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,701,78.39,2021,14
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,689,74.34,2021,13
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,669,73.33,2021,12
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,657,72.87,2021,11
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,656,70.07,2021,10
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,646,72.2,2021,9
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,647,75.1,2021,8
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,672,95.8,2021,7
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,673,98.48,2021,6
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,680,102.19,2021,5
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,657,102.57,2021,4
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,642,101.07,2021,3
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,620,98.85,2021,2
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,622,96.25,2021,1
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,602,77.8,2020,51
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,612,81.6,2020,50
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,625,78.64,2020,49
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,616,88.49,2020,48
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,621,91.82,2020,47
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,620,94.77,2020,46
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,622,96.25,2020,45
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,624,96.49,2020,43
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,593,103.24,2020,42
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,582,99.65,2020,41
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,566,97.18,2020,40
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,562,90.68,2020,39
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,536,89.42,2020,38
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,527,87.37,2020,37
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,529,89.28,2020,36
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,530,85.71,2020,35
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,530,80.18,2020,34
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,528,74.13,2020,33
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,525,68.3,2020,32
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,533,61,2020,31
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,525,57.25,2020,30
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,600,67.07,2020,10
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,617,68.85,2020,9
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,614,74.52,2020,7
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,617,82.09,2020,6
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,634,80.01,2020,5
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,628,87.89,2020,4
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,628,87.89,2020,3
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Traumatología,637,90.61,2020,2
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,463,65.55,2022,44
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,495,64.36,2022,43
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,510,66.36,2022,42
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,527,66.44,2022,41
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,534,63.42,2022,40
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,NA,NA,2022,39
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,503,59.68,2022,38
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,476,59.62,2022,37
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,469,60.12,2022,36
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,454,59.6,2022,35
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,438,61.91,2022,34
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,434,61.32,2022,33
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,425,58.18,2022,32
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,414,56.18,2022,31
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,407,52.71,2022,30
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,393,49.06,2022,29
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,371,46.6,2022,28
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,379,45.75,2022,27
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,354,44.06,2022,25
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,353,43.71,2022,24
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,333,43.83,2022,23
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,338,44.41,2022,22
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,333,44.54,2022,21
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,332,44.32,2022,20
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,310,42.43,2022,19
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,324,42.21,2022,18
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,309,43.73,2022,17
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,327,44.55,2022,16
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,353,39.85,2022,15
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,354,38.02,2022,14
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,366,36.65,2022,12
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,344,35.71,2022,11
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,331,36.39,2022,10
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,335,34.8,2022,9
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,319,35.51,2022,8
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,319,38.38,2022,7
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,309,37.36,2022,6
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,306,39.26,2022,5
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,304,37.57,2022,4
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,285,36.63,2022,3
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,259,37.63,2022,2
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,247,36.15,2022,1
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,240,27.36,2021,51
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,225,29.6,2021,50
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,240,33.78,2021,49
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,249,33.53,2021,48
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,260,41.64,2021,47
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,275,44.04,2021,46
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,300,46.91,2021,45
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,335,47.11,2021,44
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,330,50.27,2021,43
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,370,52.71,2021,42
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,402,51.51,2021,41
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,425,47.4,2021,40
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,428,51.95,2021,38
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,428,54.68,2021,37
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,447,56.06,2021,36
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,449,57.45,2021,35
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,440,58.94,2021,34
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,440,60.31,2021,33
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,437,55.9,2021,32
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,429,52.16,2021,31
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,412,50.85,2021,30
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,414,51.18,2021,29
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,402,51.1,2021,28
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,405,51.67,2021,27
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,402,58.49,2021,26
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,414,65.15,2021,25
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,437,64.81,2021,24
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,454,64.53,2021,23
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,463,61.47,2021,22
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,464,61.24,2021,21
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,426,66.38,2021,20
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,426,69.63,2021,19
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,425,66.59,2021,18
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,424,70.47,2021,16
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,406,74.24,2021,15
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,409,77.18,2021,14
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,411,81.41,2021,13
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,420,81.3,2021,12
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,398,87.93,2021,11
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,410,84.56,2021,10
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,408,87.2,2021,9
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,407,89.45,2021,8
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,400,108.29,2021,7
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,398,110.01,2021,6
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,402,107.35,2021,5
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,400,108.13,2021,4
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,405,104.03,2021,3
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,398,102.99,2021,2
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,372,72.07,2021,1
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,399,88,2020,51
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,409,83.9,2020,50
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,411,79.78,2020,49
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,405,78.28,2020,48
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,393,76.85,2020,47
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,383,74.08,2020,46
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,372,72.07,2020,45
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,354,72.47,2020,43
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,353,72.64,2020,42
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,360,66.16,2020,41
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,362,62.68,2020,40
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,362,59.73,2020,39
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,376,54.54,2020,38
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,372,52.12,2020,37
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,352,52.02,2020,36
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,338,48.73,2020,35
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,353,42.89,2020,34
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,376,38.33,2020,33
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,394,33.88,2020,32
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,379,31.61,2020,31
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,370,28.94,2020,30
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,330,28.17,2020,10
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,335,28.56,2020,9
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,321,33.09,2020,7
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,317,39.19,2020,6
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,324,34.29,2020,5
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,314,37.98,2020,4
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,314,37.98,2020,3
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Urología,301,41.94,2020,2
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,4318,69.3,2022,44
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,4296,68.19,2022,43
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,4247,70.21,2022,42
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,4255,71.02,2022,41
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,4217,70.17,2022,40
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,NA,NA,2022,39
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,4093,72.51,2022,38
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,4049,75.03,2022,37
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3976,76.18,2022,36
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3906,75.76,2022,35
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3834,74.85,2022,34
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3785,71.9,2022,33
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3772,67.88,2022,32
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3729,64.1,2022,31
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3643,60.84,2022,30
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3554,57.11,2022,29
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3407,55.76,2022,28
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3419,55.07,2022,27
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3390,53.8,2022,25
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3357,55.65,2022,24
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3452,56.01,2022,23
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3447,57.7,2022,22
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3484,59.65,2022,21
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3494,60.9,2022,20
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3465,58.46,2022,19
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3487,58.05,2022,18
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3523,57.52,2022,17
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3564,59.9,2022,16
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3587,59.71,2022,15
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3621,57.54,2022,14
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3714,58.64,2022,12
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3664,61.06,2022,11
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3667,62.58,2022,10
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3668,64.43,2022,9
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3640,64.72,2022,8
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3642,67.15,2022,7
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3686,69.35,2022,6
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3687,72.14,2022,5
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3708,72.82,2022,4
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3716,73.18,2022,3
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3629,75.13,2022,2
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3618,75.25,2022,1
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3663,64.64,2021,51
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3688,62.86,2021,50
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3731,63.44,2021,49
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3736,60.01,2021,48
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3597,63.98,2021,47
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3635,65.96,2021,46
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3698,67.17,2021,45
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3726,67.68,2021,44
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3717,68.91,2021,43
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3707,73.11,2021,42
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3758,75.34,2021,41
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3901,72.33,2021,40
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3894,81.35,2021,38
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3973,83.26,2021,37
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,4004,83.36,2021,36
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,4019,82.08,2021,35
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,4055,79.28,2021,34
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,4049,78.98,2021,33
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,4019,72.74,2021,32
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3953,69.01,2021,31
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3918,66.15,2021,30
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3884,64.8,2021,29
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3837,62.49,2021,28
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3785,60.46,2021,27
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3699,60.22,2021,26
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3604,62.5,2021,25
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3674,62.73,2021,24
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3723,62.95,2021,23
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3757,62.71,2021,22
HOSPITAL UNIVERSITARIO INFANTA LEONOR,Total,3800,62.83,2021,21
